Year,Quarter,final_Borough,final_Street_Names,final_All_Lines,American Indian_arrests,Black_arrests,Hispanic_arrests,Unknown_arrests,White_arrests,Grand Total_arrests,American Indian_summonses,Black_summonses,Hispanic_summonses,Unknown_summonses,White_summonses,Grand Total_summonses
2020,1,Queens,VAN WYCK BLVD.-BRIARWOOD,"E,F",0,0,0,0,0,0,0,1,2,1,2,6
2020,1,Queens,VERNON BLVD.-JACKSON AVE.,7,0,0,0,0,0,0,0,0,0,0,1,2
2020,1,Queens,WILLETS POINT-SHEA STADIUM,7,0,0,0,0,0,0,0,1,0,0,0,1
2020,1,Queens,WOODHAVEN BLVD.,"J,Z",0,0,0,0,0,0,0,0,1,1,0,2
2020,2,Bronx,238 ST.-NEREID AVE.,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,DYRE AVE.-EASTCHESTER,5,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,EAST 149 STREET,6,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,EAST 174 STREET,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,EAST 177 ST.-PARKCHESTER,6,0,0,0,0,0,0,0,1,2,0,0,4
2020,2,Bronx,EAST 180 STREET,"2,5",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Bronx,EAST TREMONT AVE.-WEST FARMS SQ.,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,ELDER AVENUE,6,0,0,0,0,0,0,0,0,2,0,0,2
2020,2,Bronx,Fordham Rd/Grand Concource,"B,D",0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,FREEMAN STREET,"2,5",0,0,0,0,0,0,0,0,1,0,0,2
2020,2,Bronx,HUNTS POINT AVENUE,6,0,0,0,0,0,0,0,4,0,0,0,4
2020,2,Bronx,JACKSON AVENUE,"2,5",0,0,0,0,0,0,0,1,2,0,0,3
2020,2,Bronx,KINGSBRIDGE ROAD,"B,D",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Bronx,LONGWOOD AVENUE,6,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,PELHAM BAY PARK,6,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,PROSPECT AVENUE,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Bronx,SIMPSON STREET,"2,5",0,0,0,0,0,0,0,1,1,0,0,2
2020,2,Bronx,SOUNDVIEW AVENUE,6,0,0,0,0,0,0,0,2,2,0,0,4
2020,2,Bronx,ST. LAWRENCE AVENUE,6,0,0,0,0,0,0,0,1,2,0,0,3
2020,2,Bronx,WOODLAWN,4,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Brooklyn,18 AVENUE,D,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,25 STREET,R,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,55 STREET,D,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,71 STREET,D,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,ALABAMA AVENUE,J,0,0,0,0,0,0,0,0,0,1,0,1
2020,2,Brooklyn,ATLANTIC AVENUE,"B,Q",0,0,0,0,0,0,0,1,0,2,1,5
2020,2,Brooklyn,"AVENUE ""J""",Q,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,"AVENUE ""M""",Q,0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Brooklyn,BAY PARKWAY,D,0,0,0,0,0,0,0,0,0,0,0,1
2020,2,Brooklyn,BRIGHTON BEACH,"B,Q",0,0,0,0,0,0,0,0,0,0,2,2
2020,2,Brooklyn,CHURCH AVENUE,"2,5",0,0,0,0,0,0,0,3,0,0,0,3
2020,2,Brooklyn,EAST 105 STREET,L,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Brooklyn,FLATBUSH AVE.-BROOKLYN COLLEGE,"2,5",0,0,0,0,0,0,0,6,1,0,1,8
2020,2,Brooklyn,FRANKLIN AVENUE,"2,3,4,5",0,0,0,0,0,0,0,2,0,0,0,2
2020,2,Brooklyn,HOYT-SCHERMERHORN,"A,C,G",0,0,0,0,0,0,0,0,1,0,1,2
2020,2,Brooklyn,JUNIUS STREET,3,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Brooklyn,KINGS HIGHWAY,"B,Q",0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,KINGS HIGHWAY,F,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,LORIMER STREET,"J,M",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Brooklyn,METROPOLITAN AVENUE,G,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Brooklyn,MORGAN AVENUE,L,0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Brooklyn,MYRTLE/WYCKOFF AVENUES,L,0,0,0,0,0,0,0,0,3,0,0,3
2020,2,Brooklyn,"NASSAU AVENUE",G,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,NEW LOTS AVENUE,3,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,NOSTRAND AVENUE,3,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Brooklyn,PACIFIC STREET,"D,N,R",0,0,0,0,0,0,0,2,2,0,0,4
2020,2,Brooklyn,PRESIDENT STREET,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Brooklyn,STERLING STREET,"2,5",0,0,0,0,0,0,0,1,0,1,0,2
2020,2,Brooklyn,STILLWELL AVENUE-CONEY ISLAND,"D,F,N,Q",0,0,0,0,0,0,0,1,1,0,1,3
2020,2,Brooklyn,UNION STREET,R,0,0,0,0,0,0,0,1,1,0,0,2
2020,2,Brooklyn,WINTHROP STREET,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Manhattan,110 STREET,6,0,0,0,0,0,0,0,1,1,0,0,2
2020,2,Manhattan,116 STREET,6,0,0,0,0,0,0,0,3,2,0,1,6
2020,2,Manhattan,125 STREET,"4,5,6",0,0,0,0,0,0,0,6,5,0,1,12
2020,2,Manhattan,14 STREET,"4,5,6",0,0,0,0,0,0,0,4,4,0,5,17
2020,2,Manhattan,145 STREET,"A,B,C,D",0,0,0,0,0,0,0,0,1,1,0,2
2020,2,Manhattan,2 AVENUE,F,0,0,0,0,0,0,0,1,2,0,0,3
2020,2,Manhattan,33 STREET,6,0,0,0,0,0,0,0,1,3,0,1,5
2020,2,Manhattan,34 ST.-HERALD SQ.,"B,D,F",0,0,0,0,0,0,0,10,4,0,2,16
2020,2,Manhattan,34 ST.-PENN STATION,"1,2,3",0,0,0,0,0,0,0,2,0,0,0,2
2020,2,Manhattan,42 ST.-GRAND CENTRAL,"4,5,6",0,0,0,0,0,0,0,1,2,0,1,4
2020,2,Manhattan,42 ST.-GRAND CENTRAL,S,0,0,0,0,0,0,0,5,3,0,1,9
2020,2,Manhattan,42 ST.-TIMES SQUARE,"1,2,3",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Manhattan,59 STREET,"4,5,6",0,0,0,0,0,0,0,0,0,0,2,2
2020,2,Manhattan,77 STREET,6,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,Manhattan,96TH STREET,Q,0,0,0,0,0,0,0,1,1,0,0,2
2020,2,Manhattan,BLEECKER STREET,6,0,0,0,0,0,0,0,1,0,0,1,2
2020,2,Manhattan,BROADWAY/LAFAYETTE,"B,D,F,M",0,0,0,0,0,0,0,0,1,0,1,2
2020,2,Manhattan,DELANCEY STREET,F,0,0,0,0,0,0,0,1,1,0,0,2
2020,2,Manhattan,EAST BROADWAY,F,0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Manhattan,GRAND STREET,"B,D",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Manhattan,LEXINGTON AVE.,"N,Q,R",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Manhattan,W. 4 STREET,"A,B,C,D,E,F,M",0,0,0,0,0,0,0,1,0,0,3,4
2020,2,Queens,103 ST.-CORONA PLAZA,7,0,0,0,0,0,0,0,0,6,0,0,6
2020,2,Queens,169 STREET,F,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Queens,179 ST.-JAMAICA,F,0,0,0,0,0,0,0,2,2,0,0,4
2020,2,Queens,52 STREET,7,0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Queens,71 AVE.-FOREST HILLS,"E,F,M,R",0,0,0,0,0,0,2,0,0,0,1,4
2020,2,Queens,BEACH 67 STREET,A,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Queens,BROADWAY,"N,Q",0,0,0,0,0,0,0,0,1,0,1,2
2020,2,Queens,COURT SQUARE,G,0,0,0,0,0,0,0,0,2,0,0,4
2020,2,Queens,DITMARS BLVD.-ASTORIA,"N,Q",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Queens,LEFFERTS BLVD.,A,0,0,0,0,0,0,0,2,2,0,0,4
2020,2,Queens,MAIN ST.-FLUSHING,7,0,0,0,0,0,0,0,0,5,1,1,7
2020,2,Queens,PARSONS/ARCHER-JAMAICA CENTER,"E,J,Z",0,0,0,0,0,0,0,5,1,0,0,6
2020,2,Queens,ROCKAWAY BLVD.,A,0,0,0,0,0,0,0,1,0,0,0,1
2020,2,Queens,ROOSEVELT AVE.-JACKSON HEIGHTS,"E,F,M,R",0,0,0,0,0,0,0,2,1,1,1,6
2020,2,Queens,SUTPHIN BLVD.,F,0,0,0,0,0,0,0,0,0,0,1,2
2020,2,Queens,SUTPHIN BLVD.-ARCHER AVE.,"E,J,Z",0,0,0,0,0,0,0,2,0,0,1,3
2020,2,Queens,UNION TURNPIKE-KEW GARDENS,"E,F",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Queens,VAN WYCK BLVD.-BRIARWOOD,"E,F",0,0,0,0,0,0,0,0,1,0,0,1
2020,2,Queens,WOODHAVEN BLVD.,"M,R",0,0,0,0,0,0,1,0,2,1,2,6
2020,3,Bronx,161 ST.-YANKEE STADIUM,4,0,0,0,0,0,0,0,1,0,0,1,2
2020,3,Bronx,161 ST.-YANKEE STADIUM,"B,D",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Bronx,238 ST.-NEREID AVE.,"2,5",0,0,0,0,0,0,0,3,0,0,0,3
2020,3,Bronx,241 ST.-WAKEFIELD,2,0,0,0,0,0,0,0,2,1,0,0,3
2020,3,Bronx,3 AVENUE-149 STREET,"2,5",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Bronx,CYPRESS AVENUE,6,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Bronx,EAST TREMONT AV.-WESTCHESTER S,6,0,0,0,0,0,0,0,1,2,0,0,3
2020,3,Bronx,EAST TREMONT AVE.-WEST FARMS S,"2,5",0,0,0,0,0,0,0,3,2,0,0,5
2020,3,Bronx,GUN HILL ROAD,"2,5",0,0,0,0,0,0,0,2,2,0,0,4
2020,3,Bronx,HUNTS POINT AVENUE,6,0,0,0,0,0,0,0,1,5,0,0,6
2020,3,Bronx,LONGWOOD AVENUE,6,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Bronx,PELHAM BAY PARK,6,0,0,0,0,0,0,0,4,5,0,1,10
2020,3,Bronx,PELHAM PKWY.,"2,5",0,0,0,0,0,0,0,1,5,0,1,7
2020,3,Bronx,PROSPECT AVENUE,"2,5",0,0,0,0,0,0,0,3,1,0,0,4
2020,3,Bronx,SOUNDVIEW AVENUE,6,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Brooklyn,36 STREET,"B,M,N,R",0,0,0,0,0,0,0,3,2,0,0,5
2020,3,Brooklyn,45 STREET,"N,R",0,0,0,0,0,0,0,1,2,0,0,3
2020,3,Brooklyn,71 STREET,"B,M",0,0,0,0,0,0,0,0,0,0,1,1
2020,3,Brooklyn,9TH STREET,"M,N,R",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Brooklyn,ATLANTIC AVENUE,"2,3,4,5",0,0,0,0,0,0,0,1,1,0,2,4
2020,3,Brooklyn,BAY PARKWAY,"B,M",0,0,0,0,0,0,0,0,0,1,0,1
2020,3,Brooklyn,BEDFORD AVENUE,L,0,0,0,0,0,0,0,0,0,0,2,2
2020,3,Brooklyn,BERGEN STREET,"2,3",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Brooklyn,BEVERLY ROAD,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,3,Brooklyn,BRIGHTON BEACH,"D,Q",0,0,0,0,0,0,0,0,1,0,2,3
2020,3,Brooklyn,CLINTON-WASHINGTON AVENUES,"A,C",0,0,0,0,0,0,0,3,0,0,1,4
2020,3,Brooklyn,CORTELYOU ROAD,D,0,0,0,0,0,0,0,3,1,0,0,4
2020,3,Brooklyn,CRESCENT STREET,"J,Z",0,0,0,0,0,0,0,1,4,0,0,5
2020,3,Brooklyn,CYPRESS HILLS,J,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Brooklyn,FLATBUSH AVE.-BROOKLYN COLLEGE,"2,5",0,0,0,0,0,0,0,5,1,0,0,6
2020,3,Brooklyn,FRANKLIN AVENUE,"2,3,4,5",0,0,0,0,0,0,0,0,0,0,1,1
2020,3,Brooklyn,GRAND ARMY PLAZA,"2,3",0,0,0,0,0,0,0,1,0,0,1,2
2020,3,Brooklyn,GRANT AVENUE,"A,C",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Brooklyn,HALSEY STREET,J,0,0,0,0,0,0,0,1,0,0,0,2
2020,3,Brooklyn,JAY STREET-BOROUGH HALL,"A,C,F",0,0,0,0,0,0,0,2,2,6,2,12
2020,3,Brooklyn,KINGS HIGHWAY,"D,Q",0,0,0,0,0,0,0,0,0,0,5,5
2020,3,Brooklyn,MYRTLE/WYCKOFF AVENUES,L,0,0,0,0,0,0,0,0,4,0,0,4
2020,3,Brooklyn,NEWKIRK AVENUE,"2,5",0,0,0,0,0,0,0,1,0,0,0,1
2020,3,Brooklyn,NORWOOD AVENUE,"J,Z",0,0,0,0,0,0,0,2,2,0,0,4
2020,3,Brooklyn,NOSTRAND AVENUE,3,0,0,0,0,0,0,0,3,0,0,2,5
2020,3,Brooklyn,PACIFIC STREET,"B,M,N,R",0,0,0,0,0,0,0,1,3,0,3,7
2020,3,Brooklyn,SHEEPSHEAD BAY,"D,Q",0,0,0,0,0,0,0,1,1,0,2,5
2020,3,Brooklyn,STILLWELL AVENUE-CONEY ISLAND,"B,D,F,N",0,0,0,0,0,0,0,1,4,1,2,10
2020,3,Brooklyn,UNION STREET,"M,N,R",0,0,0,0,0,0,0,0,0,1,1,2
2020,3,Brooklyn,UTICA AVE.-CROWN HEIGHTS,"3,4",0,0,0,0,0,0,0,2,0,0,0,2
2020,3,Manhattan,103 STREET,6,0,0,0,0,0,0,0,1,0,0,0,1
2020,3,Manhattan,110 STREET,6,0,0,0,0,0,0,0,0,2,0,0,2
2020,3,Manhattan,116 STREET,6,0,0,0,0,0,0,0,1,2,0,0,3
2020,3,Manhattan,116 STREET,"A,B,C",0,0,0,0,0,0,0,1,1,0,0,2
2020,3,Manhattan,125 STREET,"4,5,6",0,0,0,0,0,0,0,1,0,0,0,1
2020,3,Manhattan,14 STREET,"4,5,6",0,0,0,0,0,0,0,2,1,0,1,4
2020,3,Manhattan,42 ST.-GRAND CENTRAL,7,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Manhattan,42 ST.-PORT AUTHORITY BUS TERM,"A,C,E",0,0,0,0,0,0,0,0,2,0,1,3
2020,3,Manhattan,57 STREET,"N,R,S",0,0,0,0,0,0,0,1,2,0,0,3
2020,3,Manhattan,72 STREET,"1,2,3,9",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Manhattan,79 STREET,"1,9",0,0,0,0,0,0,0,1,2,0,0,3
2020,3,Manhattan,86 STREET,"4,5,6",0,0,0,0,0,0,0,1,0,0,0,1
2020,3,Manhattan,BROADWAY/LAFAYETTE,"B,D,F,Q",0,0,0,0,0,0,0,0,0,0,1,1
2020,3,Manhattan,EAST BROADWAY,F,0,0,0,0,0,0,0,0,1,0,0,3
2020,3,Manhattan,GRAND STREET,"B,D,Q",0,0,0,0,0,0,0,1,0,0,0,1
2020,3,Manhattan,UNION SQUARE,"N,R",0,0,0,0,0,0,0,0,0,0,1,1
2020,3,Manhattan,WEST 34 STREET/HUDSON YARDS,7,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Queens,103 ST.-CORONA PLAZA,7,0,0,0,0,0,0,0,0,44,2,0,47
2020,3,Queens,179 ST.-JAMAICA,F,0,0,0,0,0,0,0,1,5,0,3,11
2020,3,Queens,21 STREET,G,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Queens,33 STREET,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,3,Queens,45 ROAD-COURT HOUSE SQUARE,7,0,0,0,0,0,0,0,0,7,0,0,7
2020,3,Queens,61 ST.-WOODSIDE,7,0,0,0,0,0,0,0,2,9,4,1,17
2020,3,Queens,74 ST.-BROADWAY,7,0,0,0,0,0,0,1,0,11,6,0,26
2020,3,Queens,82 ST.-JACKSON HEIGHTS,7,0,0,0,0,0,0,0,1,23,1,1,27
2020,3,Queens,90 ST.-ELMHURST AVE.,7,0,0,0,0,0,0,0,0,2,0,0,2
2020,3,Queens,AQUEDUCT-RACETRACK,A,0,0,0,0,0,0,0,0,1,0,0,4
2020,3,Queens,BEACH 25 STREET,A,0,0,0,0,0,0,0,11,3,0,0,14
2020,3,Queens,BEACH 44 STREET,A,0,0,0,0,0,0,0,2,0,1,0,3
2020,3,Queens,BEACH 60 STREET,A,0,0,0,0,0,0,0,1,1,0,1,3
2020,3,Queens,BEACH 67 STREET,A,0,0,0,0,0,0,0,11,7,1,3,23
2020,3,Queens,FAR ROCKAWAY-MOTT AVE.,A,0,0,0,0,0,0,1,8,10,2,1,22
2020,3,Queens,JUNCTION BLVD.,7,0,0,0,0,0,0,0,0,5,0,0,6
2020,3,Queens,LEFFERTS BLVD.,A,0,0,0,0,0,0,0,0,0,1,1,2
2020,3,Queens,MAIN ST.-FLUSHING,7,0,0,0,0,0,0,0,0,21,1,0,23
2020,3,Queens,PARSONS BLVD.,F,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Queens,PARSONS/ARCHER-JAMAICA CENTER,"E,J,Z",0,0,0,0,0,0,1,4,3,0,0,10
2020,3,Queens,QUEENS PLAZA,"E,F,G,R",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Queens,QUEENSBORO PLAZA,"N,7",0,0,0,0,0,0,0,0,1,0,0,1
2020,3,Queens,ROCKAWAY BLVD.,A,0,0,0,0,0,0,0,2,0,0,0,2
2020,3,Queens,ROOSEVELT AVE.-JACKSON HEIGHTS,"E,F,G,R",0,0,0,0,0,0,0,3,9,6,2,27
2020,3,Queens,SUTPHIN BLVD.,F,0,0,0,0,0,0,0,0,5,1,0,6
2020,3,Queens,SUTPHIN BLVD.-ARCHER AVE.,"E,J,Z",0,0,0,0,0,0,0,8,5,0,0,13
2020,3,Queens,UNION TURNPIKE-KEW GARDENS,"E,F",0,0,0,0,0,0,0,1,4,1,0,6
2020,3,Queens,VERNON BLVD.-JACKSON AVE.,7,0,0,0,0,0,0,0,0,5,0,0,5
2020,3,Queens,WILLETS POINT-SHEA STADIUM,7,0,0,0,0,0,0,0,1,1,0,0,2
2020,3,Queens,WOODHAVEN BLVD.,"G,R",0,0,0,0,0,0,0,0,4,0,0,7
2021,1,Bronx,149 ST.-GRAND CONCOURSE,"2,5",0,0,0,0,0,0,0,1,3,1,0,5
2021,1,Bronx,174-175 STREETS,"B,D",0,0,0,0,0,0,0,10,13,0,5,31
2021,1,Bronx,176 STREET,4,0,0,0,0,0,0,0,18,25,1,1,45
2021,1,Bronx,205 ST.-NORWOOD,D,0,0,0,0,0,0,0,8,7,1,2,19
2021,1,Bronx,219 STREET,"2,5",0,0,0,0,0,0,0,11,7,2,1,21
2021,1,Bronx,225 STREET,"2,5",0,0,0,0,0,0,0,15,9,1,0,25
2021,1,Bronx,233 STREET,"2,5",0,0,0,0,0,0,0,3,3,0,0,6
2021,1,Bronx,238 ST.-NEREID AVE.,"2,5",0,0,0,0,0,0,0,5,4,0,0,9
2021,1,Bronx,ALLERTON AVENUE,"2,5",0,0,0,0,0,0,0,8,18,1,5,35
2021,1,Bronx,BAYCHESTER AVENUE,5,0,0,0,0,0,0,0,18,13,0,2,33
2021,1,Bronx,BEDFORD PK. BLVD.-LEHMAN COLLEGE,4,0,0,0,0,0,0,0,2,2,0,1,5
2021,1,Bronx,BRONX PARK EAST,"2,5",0,0,0,0,0,0,1,42,33,7,2,86
2021,1,Bronx,CASTLE HILL AVENUE,6,0,0,0,0,0,0,0,3,2,2,1,8
2021,1,Bronx,CYPRESS AVENUE,6,0,0,0,0,0,0,0,5,3,0,0,8
2021,1,Bronx,DYRE AVE.-EASTCHESTER,5,0,0,0,0,0,0,0,2,1,0,0,3
2021,1,Bronx,EAST 143 ST.-ST. MARYS STREET,6,0,0,0,0,0,0,0,1,1,0,0,2
2021,1,Bronx,EAST 149 STREET,6,0,0,0,0,0,0,0,4,12,0,0,16
2021,1,Bronx,EAST 177 ST.-PARKCHESTER,6,0,0,0,0,0,0,4,15,22,1,1,46
2021,1,Bronx,EAST TREMONT AV.-WESTCHESTER SQ.,6,0,0,0,0,0,0,0,6,6,0,0,12
2021,1,Bronx,INTERVALE AVENUE,"2,5",0,0,0,0,0,0,0,9,6,2,1,18
2021,1,Bronx,LONGWOOD AVENUE,6,0,0,0,0,0,0,0,5,3,0,2,10
2021,1,Bronx,MORRIS PARK,5,0,0,0,0,0,0,0,0,0,0,1,1
2021,1,Bronx,MOSHOLU PKWY.,4,0,0,0,0,0,0,0,1,0,0,1,2
2021,1,Bronx,PELHAM BAY PARK,6,0,0,0,0,0,0,0,2,7,3,1,13
2021,1,Bronx,PELHAM PKWY.,"2,5",0,0,0,0,0,0,0,32,13,3,4,54
2021,1,Bronx,PELHAM PKWY.,5,0,0,0,0,0,0,0,3,7,0,4,14
2021,1,Bronx,TREMONT AVENUE,"B,D",0,0,0,0,0,0,0,47,57,5,7,118
2021,1,Bronx,WHITLOCK AVENUE,6,0,0,0,0,0,0,0,3,10,0,0,13
2021,1,Bronx,WOODLAWN,4,0,0,0,0,0,0,0,9,12,0,0,22
2021,1,Brooklyn,18 AVENUE,D,0,0,0,0,0,0,0,0,0,1,3,5
2021,1,Brooklyn,18 AVENUE,F,0,0,0,0,0,0,0,0,1,0,1,2
2021,1,Brooklyn,20 AVENUE,D,0,0,0,0,0,0,0,0,0,0,1,2
2021,1,Brooklyn,20 AVENUE,N,0,0,0,0,0,0,0,0,0,0,0,1
2021,1,Brooklyn,4 AVENUE-9 STREET,"F,G",0,0,0,0,0,0,0,3,6,1,5,15
2021,1,Brooklyn,45 STREET,R,0,0,0,0,0,0,0,1,4,1,0,7
2021,1,Brooklyn,50 STREET,D,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,Brooklyn,55 STREET,D,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,Brooklyn,62 STREET,D,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,Brooklyn,7 AVENUE,"F,G",0,0,0,0,0,0,0,1,0,0,0,1
2021,1,Brooklyn,77 STREET,R,0,0,0,0,0,0,0,2,1,0,5,9
2021,1,Brooklyn,7TH AVENUE,"B,Q",0,0,0,0,0,0,0,1,0,0,0,1
2021,1,Brooklyn,8 AVENUE,N,0,0,0,0,0,0,0,0,1,3,0,6
2021,1,Brooklyn,86 STREET,N,0,0,0,0,0,0,0,2,4,1,1,8
2021,1,Brooklyn,9 AVENUE,D,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,Brooklyn,ALABAMA AVENUE,J,0,0,0,0,0,0,0,3,1,0,0,4
2021,1,Brooklyn,ATLANTIC AVENUE,"B,Q",0,0,0,0,0,0,0,45,16,1,19,92
2021,1,Brooklyn,"AVENUE ""J""",Q,0,0,0,0,0,0,0,1,0,0,0,1
2021,1,Brooklyn,"AVENUE ""M""",Q,0,0,0,0,0,0,0,1,0,0,0,1
2021,1,Brooklyn,"AVENUE ""N""",F,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,Brooklyn,"AVENUE ""P""",F,0,0,0,0,0,0,0,0,0,0,1,1
2021,1,Brooklyn,"AVENUE ""U""",N,0,0,0,0,0,0,0,0,0,0,0,1
2021,1,Brooklyn,"AVENUE ""U""",Q,0,0,0,0,0,0,0,0,2,0,5,9
2021,1,Brooklyn,"AVENUE ""X""",F,0,0,0,0,0,0,0,0,0,1,0,1
2021,1,Brooklyn,BAY 50 STREET,D,0,0,0,0,0,0,0,0,1,0,0,2
2021,1,Brooklyn,BAY PARKWAY,F,0,0,0,0,0,0,0,1,2,0,1,4
2021,1,Brooklyn,BAY PARKWAY,N,0,0,0,0,0,0,0,0,3,0,2,6
2021,1,Brooklyn,BEDFORD AVENUE,L,0,0,0,0,0,0,0,6,6,1,8,22
2021,1,Brooklyn,BEDFORD-NOSTRAND AVENUES,G,0,0,0,0,0,0,0,4,6,0,4,14
2021,1,Brooklyn,BERGEN STREET,"2,3",0,0,0,0,0,0,0,4,1,1,0,6
2021,1,Brooklyn,BERGEN STREET,"F,G",0,0,0,0,0,0,0,3,3,0,3,9
2021,1,Brooklyn,BEVERLEY ROAD,Q,0,0,0,0,0,0,0,0,0,1,0,1
2021,1,Brooklyn,BOROUGH HALL,"2,3,4,5",0,0,0,0,0,0,0,9,3,0,1,14
2021,1,Brooklyn,BOTANIC GARDEN,S,0,0,0,0,0,0,0,0,0,0,0,1
2021,1,Brooklyn,BRIGHTON BEACH,"B,Q",0,0,0,0,0,0,0,6,29,9,72,120
2021,1,Brooklyn,BROADWAY-EASTERN PKWY,"J,L,Z",0,0,0,0,0,0,0,0,1,0,0,1
2021,1,Brooklyn,CARROLL STREET,"F,G",0,0,0,0,0,0,0,2,1,1,4,9
2021,1,Brooklyn,CHURCH AVENUE,"2,5",0,0,0,0,0,0,0,24,5,0,2,31
2021,1,Brooklyn,CHURCH AVENUE,"B,Q",0,0,0,0,0,0,0,5,1,0,1,7
2021,1,Brooklyn,CHURCH AVENUE,"F,G",0,0,0,0,0,0,0,5,5,1,2,14
2021,1,Brooklyn,CLARK STREET,"2,3",0,0,0,0,0,0,0,3,3,0,0,6
2021,1,Brooklyn,CLINTON-WASHINGTON AVENUES,G,0,0,0,0,0,0,0,0,0,1,0,1
2021,1,Brooklyn,CORTELYOU ROAD,Q,0,0,0,0,0,0,0,2,1,0,1,4
2021,1,Brooklyn,COURT STREET,R,0,0,0,0,0,0,0,1,0,0,0,1
2021,1,Brooklyn,DEKALB AVENUE,"B,Q,R",0,0,0,0,0,0,0,0,0,0,1,1
2021,1,Brooklyn,DEKALB AVENUE,L,0,0,0,0,0,0,0,1,2,0,2,5
2021,1,Brooklyn,DITMAS AVENUE,F,0,0,0,0,0,0,0,0,1,1,0,2
2021,1,Brooklyn,EAST 105 STREET,L,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,Brooklyn,EASTERN PKWY-BROOKLYN MUSEUM,"2,3",0,0,0,0,0,0,0,5,5,0,0,10
2021,1,Brooklyn,FLUSHING AVENUE,"J,M",0,0,0,0,0,0,0,1,4,0,1,6
2021,1,Brooklyn,FORT HAMILTON PKWY,D,0,0,0,0,0,0,0,2,6,0,5,16
2021,1,Brooklyn,FORT HAMILTON PKWY,"F,G",0,0,0,0,0,0,0,1,0,0,0,1
2021,1,Brooklyn,FORT HAMILTON PKWY,N,0,0,0,0,0,0,0,0,1,0,0,1
